id,type,lat,lon,value,attractiveness
86,demand,19.41162199864321,-99.17177464055348,95.83,
87,demand,19.460152741400567,-99.11487046705777,23.12,
88,demand,19.449106896562625,-99.1646180662744,35.03,
89,demand,19.47906552910916,-99.18126703286889,32.38,
90,demand,19.429265791019436,-99.16401933708006,123.0,
91,demand,19.386951309512597,-99.10652796817732,185.69,
92,demand,19.45818937446676,-99.09051642382725,138.89,
93,demand,19.463894205834027,-99.09357361625196,165.58,
94,demand,19.43995326370834,-99.1455379764458,43.41,
95,demand,19.465116061594546,-99.11302978361152,64.19,
96,demand,19.43185547156373,-99.1686018845501,68.17,
97,demand,19.43532793952584,-99.15802227236868,116.36,
98,demand,19.423904922203025,-99.08563970177747,48.31,
99,demand,19.375650295209294,-99.19163976917872,158.72,
100,demand,19.385546971239197,-99.18293897629746,226.05,
101,demand,19.37637150228241,-99.16825364938248,120.6,
102,demand,19.448969249351656,-99.19001613553515,61.93,
103,demand,19.410322717729162,-99.17142774778922,40.05,
104,demand,19.433628482939763,-99.12323501268364,32.45,
105,demand,19.481507976871132,-99.1426290539289,9.94,
106,demand,19.402515067497866,-99.08607939467076,69.85,
107,demand,19.421845950764276,-99.0951067725914,66.71,
108,demand,19.463266136625165,-99.15218191779626,152.13,
109,demand,19.400055779858995,-99.16206918798825,51.08,
110,demand,19.381837589179458,-99.14763691101993,73.0,
111,demand,19.407370174349655,-99.12236460689823,102.94,
112,demand,19.391946554470483,-99.16103236310126,119.21,
113,demand,19.48416371828111,-99.1183021310581,140.34,
114,demand,19.46957444554773,-99.14407060173706,95.57,
115,demand,19.44860845078125,-99.12695433829776,24.52,
116,demand,19.477175270822524,-99.14086481650376,111.89,
117,demand,19.469040649227892,-99.15786410885497,47.96,
118,demand,19.394988407066325,-99.07938560316454,191.54,
119,demand,19.479707079818798,-99.10156730470084,84.71,
120,demand,19.437321069029878,-99.17638641890802,99.86,
121,demand,19.46949281861969,-99.08898384289225,389.34,
122,demand,19.48013095599082,-99.13470825621006,142.03,
123,demand,19.410760416996624,-99.0858537327727,110.44,
124,demand,19.385806230943324,-99.09721736928633,74.71,
125,demand,19.399952219505035,-99.1421743794637,26.65,
126,demand,19.423852934635153,-99.1905036830016,70.56,
127,demand,19.4707617719107,-99.16095871687381,39.61,
128,demand,19.47588766999076,-99.1282038942407,244.28,
129,demand,19.373434255663746,-99.11718261362087,111.49,
130,demand,19.43388967630931,-99.16225347774802,186.9,
131,demand,19.422689320377856,-99.17647727111127,49.84,
132,demand,19.399252937256488,-99.09300837158409,42.24,
133,demand,19.386983844080042,-99.07507173831557,132.57,
134,demand,19.413113820568437,-99.13011717812368,38.17,
135,demand,19.485749164469503,-99.1725984856982,58.16,
136,demand,19.411384351842493,-99.16052312081769,251.9,
137,demand,19.434854874609204,-99.1909931188143,60.11,
138,demand,19.456962275067422,-99.08348414321274,21.21,
139,demand,19.416235552285517,-99.17906987005318,13.52,
140,demand,19.489213849926514,-99.12401802293829,18.55,
141,demand,19.488093675393053,-99.16031337351754,194.29,
142,demand,19.402813875499046,-99.1266986396981,52.55,
143,demand,19.432269820707088,-99.11502955339778,381.55,
144,demand,19.408705397178014,-99.09363098355513,227.77,
145,demand,19.4067808593253,-99.16842944738873,291.48,
146,demand,19.377026433682545,-99.19188050056098,168.46,
147,demand,19.445747720077588,-99.17677372439175,127.73,
148,demand,19.432921482787464,-99.08519776297823,40.89,
149,demand,19.37877745015,-99.0883331906925,83.12,
150,demand,19.406037575708396,-99.12151042773957,136.85,
151,demand,19.481591906315998,-99.12113797674796,161.46,
152,demand,19.401347426880037,-99.11339559905446,29.23,
153,demand,19.389987384650947,-99.17215544656518,71.45,
154,demand,19.43133433123331,-99.083470566489,78.11,
155,demand,19.490878054493272,-99.14294753701296,75.72,
156,demand,19.401646632581382,-99.14722337661006,33.16,
157,demand,19.453256265688704,-99.13092987536606,269.45,
158,demand,19.463994353839446,-99.187564083987,69.55,
159,demand,19.401116505279088,-99.17324599574927,35.48,
160,demand,19.459985961833425,-99.10463596602884,273.78,
161,demand,19.416733975926313,-99.18326415984899,227.91,
162,demand,19.44847669967123,-99.12082174686404,92.76,
163,demand,19.448623565291307,-99.16375810683824,56.73,
164,demand,19.436892962088972,-99.14648452631496,16.96,
165,demand,19.38343477240653,-99.15855675158753,121.08,
166,demand,19.472836299470707,-99.1505192740242,53.46,
167,demand,19.41109360779661,-99.10691449137789,81.57,
168,demand,19.394982221247982,-99.15754539412522,258.06,
169,demand,19.377493016986573,-99.12523144316438,50.19,
170,demand,19.44350715318259,-99.13607395173611,117.4,
171,demand,19.453907723421075,-99.11355946015648,143.21,
172,demand,19.374590539471345,-99.08078043128103,190.27,
173,demand,19.434051166995914,-99.10529134833477,77.03,
174,demand,19.399779493023754,-99.16740715456912,70.87,
175,demand,19.450020734849133,-99.18945802379265,69.55,
176,demand,19.3935239714806,-99.16172831468403,109.37,
177,demand,19.455512528572296,-99.12179064831597,221.59,
178,demand,19.419008241556064,-99.1870289023819,67.03,
179,demand,19.48500759864841,-99.13363605033585,4.36,
180,demand,19.38910251329752,-99.12157885812998,154.41,
181,demand,19.413527962126032,-99.15309073310196,87.73,
182,demand,19.38621682254887,-99.1006905355505,121.27,
183,demand,19.483563234193426,-99.18040820962395,17.69,
184,demand,19.477880722405718,-99.18418346619171,53.64,
185,demand,19.40355299532582,-99.10581734925557,145.84,
186,demand,19.451798085524103,-99.13374104205526,25.76,
187,demand,19.470666664024147,-99.11059171242867,117.21,
188,demand,19.439224097391936,-99.14102071936755,81.05,
189,demand,19.436158069402723,-99.16363175601131,44.34,
190,demand,19.401622274908057,-99.0949077218791,41.21,
191,demand,19.38377233213671,-99.09727009452372,33.46,
192,demand,19.4802658909544,-99.10983642349747,87.38,
193,demand,19.4806501668596,-99.1605425835324,95.25,
194,demand,19.448572174872794,-99.12237231997571,61.82,
195,demand,19.413283574925845,-99.1498831323672,31.52,
196,demand,19.41450514895352,-99.1822101512008,114.81,
197,demand,19.45971468146443,-99.08312237094454,156.36,
198,demand,19.480253231194308,-99.17678176428973,130.03,
199,demand,19.479050370911814,-99.07917151754151,299.19,
200,demand,19.466185065502916,-99.13967930724505,72.08,
201,demand,19.449643797538513,-99.17098404853937,207.31,
202,demand,19.382696795799408,-99.1281718863146,48.2,
203,demand,19.391995445691354,-99.08844649969483,41.66,
204,demand,19.48042650262325,-99.10533301363085,91.51,
205,demand,19.44537148715915,-99.09641266225663,238.35,
206,demand,19.373703646194,-99.11414599599472,65.88,
207,demand,19.384776585143925,-99.11012681225786,17.68,
208,demand,19.452220212292968,-99.09129652181217,154.32,
209,demand,19.37320739006155,-99.1632398389369,78.41,
210,demand,19.3918969661701,-99.13446900436283,104.14,
211,demand,19.43844805472399,-99.16665486698165,43.62,
212,demand,19.455627423723122,-99.0746798390404,90.86,
213,demand,19.450835351140313,-99.07991287923761,20.7,
214,demand,19.39951231713527,-99.18846878263578,272.17,
215,demand,19.458061506561705,-99.10853097929812,174.3,
216,demand,19.401069890499617,-99.08217020191012,87.79,
217,demand,19.411647963779114,-99.17153095858473,151.39,
218,demand,19.462178968614165,-99.12504657233369,48.31,
219,demand,19.450555947885665,-99.08334140428944,169.06,
220,demand,19.474506809259303,-99.1891264825697,63.54,
221,demand,19.45151354707604,-99.10950956793037,59.9,
222,demand,19.44079703240026,-99.1575181191153,35.63,
223,demand,19.383840972139375,-99.08227245655482,113.78,
224,demand,19.416725896367133,-99.07667301058015,84.91,
225,demand,19.40442428412181,-99.07988802130639,211.77,
226,demand,19.40187875720549,-99.1362942940011,31.85,
227,demand,19.48936126657029,-99.08975488188128,114.15,
228,demand,19.41977172696001,-99.09185407217579,185.88,
229,demand,19.479645586621253,-99.15490794321082,96.52,
230,demand,19.448336635119674,-99.09373014310192,62.55,
231,demand,19.467977356425,-99.18875908383414,94.69,
232,demand,19.432916451172623,-99.12164761458216,200.6,
233,demand,19.441828466155165,-99.16559893952548,200.54,
234,demand,19.431702123258265,-99.17873197370673,75.94,
235,demand,19.396029158535768,-99.1839656158045,198.22,
236,demand,19.45929425383138,-99.10964534689462,81.87,
237,demand,19.406292683492904,-99.15241500434783,150.22,
238,demand,19.375517915971777,-99.10622798741655,123.84,
239,demand,19.45005667550886,-99.18535723910414,60.52,
240,demand,19.39385328152885,-99.15536515946033,36.85,
241,demand,19.48545503012235,-99.12846104491496,189.18,
242,demand,19.48707142924031,-99.09831322021932,225.16,
243,demand,19.482383726826452,-99.15494969964816,112.21,
244,demand,19.417019044030653,-99.11809303482757,81.78,
245,demand,19.374454793983467,-99.08688267021166,28.04,
246,demand,19.483998227510526,-99.11929641741813,185.91,
247,demand,19.423982097798078,-99.16524486302957,102.99,
248,demand,19.48859857828524,-99.19027190621323,67.71,
249,demand,19.48823439725071,-99.08878813513189,153.18,
250,demand,19.474961134656084,-99.19064767069796,23.15,
251,demand,19.407933867048353,-99.0882357992779,34.0,
252,demand,19.41881172743223,-99.12972754391674,46.79,
253,demand,19.47473640058202,-99.08051187617845,121.1,
254,demand,19.410630640618756,-99.09734601170716,95.47,
255,demand,19.392939129602333,-99.07344790673599,131.39,
256,demand,19.439416151495003,-99.1511145821458,177.45,
257,demand,19.484938572899292,-99.10113740532826,134.72,
258,demand,19.456123575600998,-99.14496829036689,275.97,
259,demand,19.441007340410724,-99.13561492556353,177.17,
260,demand,19.384261179252494,-99.1178993444138,75.8,
261,demand,19.446400867203902,-99.08835874629764,53.33,
262,demand,19.49140646201251,-99.07510998369608,77.62,
263,demand,19.389410081828384,-99.10100719033626,138.03,
264,demand,19.43479955828365,-99.14306798613993,58.27,
265,demand,19.477884768631355,-99.14263715972676,140.7,
266,demand,19.461492234130503,-99.10469012380933,129.7,
267,demand,19.456241888919433,-99.16454674250781,36.36,
268,demand,19.456898090078454,-99.17994310642423,174.93,
269,demand,19.415738938146372,-99.1506453410831,109.36,
270,demand,19.40783102131174,-99.15873132100151,267.21,
271,demand,19.46972333865742,-99.15764302554528,82.09,
272,demand,19.469813607361502,-99.16516706987402,65.26,
273,demand,19.476648678229612,-99.18814881724364,32.14,
274,demand,19.482188866306775,-99.191055127832,31.66,
275,demand,19.433961087863313,-99.07467331323167,160.96,
276,demand,19.432781955362465,-99.14186722395169,249.7,
277,demand,19.468395421476014,-99.14708080234084,76.77,
278,demand,19.450595671693332,-99.11164232607683,72.9,
279,demand,19.456836025270924,-99.1670095334562,87.94,
280,demand,19.468095120332332,-99.07920465792597,183.08,
281,demand,19.479400641018106,-99.09883859827013,36.66,
282,demand,19.413159418822186,-99.18247067972253,99.69,
283,demand,19.417669954316793,-99.1430903069058,163.46,
284,demand,19.383877832780907,-99.08770580309255,120.04,
285,demand,19.441993616919543,-99.07983215732503,2.3,
286,demand,19.37691307285561,-99.13711181865001,135.2,
287,demand,19.428471762175896,-99.11959063329472,120.88,
288,demand,19.43771735616491,-99.17315592646895,207.17,
289,demand,19.406984950255396,-99.07425976486357,236.74,
290,demand,19.443499991268283,-99.16539939583399,200.29,
291,demand,19.37626002999269,-99.08007218710378,88.3,
292,demand,19.377081782649906,-99.11524240212091,16.8,
293,demand,19.471312067279158,-99.12027158461454,72.49,
294,demand,19.415822876969354,-99.13167737867802,86.18,
295,demand,19.38784726151823,-99.16551962259388,247.62,
296,demand,19.435269191206576,-99.17201663615934,44.01,
297,demand,19.464999226371834,-99.16674165491158,23.87,
298,demand,19.398498523299622,-99.17082740854269,58.58,
299,demand,19.44734685709828,-99.09964986317199,46.15,
300,demand,19.382841695799254,-99.1511849689,21.53,
301,demand,19.378801806540235,-99.1862588788124,78.08,
302,demand,19.43636255578818,-99.0769076843831,88.77,
303,demand,19.437476214593215,-99.08714569380439,20.21,
304,demand,19.449091588179787,-99.08186972601658,64.93,
305,demand,19.45973096004672,-99.07381106128243,43.6,
306,demand,19.489702249535505,-99.17233257009366,90.98,
307,demand,19.434556041796146,-99.14565095773169,97.87,
308,demand,19.41135477675295,-99.10221138291551,43.61,
309,demand,19.468022343372244,-99.10967752583355,173.87,
310,demand,19.40509987015145,-99.17473249123923,84.72,
311,demand,19.425276570484677,-99.09530002500112,45.46,
312,demand,19.382014765761074,-99.1662671313796,18.84,
313,demand,19.375642089209858,-99.16634188622129,101.79,
314,demand,19.488117809761352,-99.1287630692528,120.67,
315,demand,19.472917614461466,-99.122047207819,55.88,
316,demand,19.456116904731243,-99.12358965505946,93.17,
317,demand,19.421674353329713,-99.18222157951227,236.73,
318,demand,19.393395318408505,-99.08790469648436,155.66,
319,demand,19.39137244512053,-99.16132799488936,7.31,
320,demand,19.402629147779752,-99.17765820944607,45.0,
321,demand,19.438507199764736,-99.08655023041572,75.14,
322,demand,19.458351510724007,-99.07852182021243,88.39,
323,demand,19.45182368520613,-99.08974468592815,94.7,
324,demand,19.406192067633516,-99.09605807103301,115.24,
325,demand,19.487183833679584,-99.11457096232331,77.13,
326,demand,19.46114763000349,-99.12709711552691,84.56,
327,demand,19.43912248630137,-99.18276158881064,161.24,
328,demand,19.44600648954812,-99.14418561443152,103.28,
329,demand,19.422952007491336,-99.14847737795853,29.16,
330,demand,19.40232771874014,-99.16202954594877,90.54,
331,demand,19.415316721438153,-99.10638958635737,75.31,
332,demand,19.463541533255725,-99.13369491179056,11.32,
333,demand,19.37432721863557,-99.18347445409108,94.08,
334,demand,19.38652871686083,-99.16677801576603,33.04,
335,demand,19.37812031704261,-99.11120894836085,162.88,
336,demand,19.377487456278278,-99.18406429686117,114.06,
337,demand,19.47525527008132,-99.09105517031415,27.59,
338,demand,19.457038943125603,-99.13378241675832,157.86,
339,demand,19.42950085949048,-99.13552961072081,209.41,
340,demand,19.384340099278123,-99.12211106584085,68.21,
341,demand,19.431593905014022,-99.09423828408899,74.96,
342,demand,19.429416612493668,-99.15146289505174,147.39,
343,demand,19.393384224389205,-99.11183806169291,199.07,
344,demand,19.424662197908557,-99.1253121643205,15.49,
345,demand,19.420420568127685,-99.16115660757967,30.89,
346,demand,19.446502011766267,-99.08776440163739,59.53,
347,demand,19.448811238104117,-99.09750887740717,64.99,
348,demand,19.378036481172646,-99.114185779841,144.47,
349,demand,19.417553513755177,-99.09113019250869,199.76,
350,demand,19.447703189885708,-99.08912469588482,209.79,
351,demand,19.432976351029613,-99.1081964427942,15.06,
352,demand,19.4753787809426,-99.09275840059637,41.39,
353,demand,19.451643235794275,-99.1095034245997,50.64,
354,demand,19.392152131249773,-99.11158310738877,41.24,
355,demand,19.381068249688052,-99.11896663461418,113.81,
356,demand,19.449690313384757,-99.10287400325308,123.8,
357,demand,19.375781357264998,-99.17416738736483,83.75,
358,demand,19.442893069752817,-99.08749550889613,77.76,
359,demand,19.485427628970996,-99.08857877667057,61.66,
360,demand,19.441656901345105,-99.18969032603586,67.72,
361,demand,19.419180391144785,-99.09410198993223,234.98,
362,demand,19.449794586213084,-99.17773561590319,136.9,
363,demand,19.427590346858985,-99.1529857374889,63.59,
364,demand,19.438074014717913,-99.10397900924501,76.6,
365,demand,19.48557577705318,-99.17390881247421,115.7,
366,demand,19.418932316536093,-99.09504395710572,27.58,
367,demand,19.48794286765887,-99.09334389864507,92.91,
368,demand,19.48124207703473,-99.13230387194871,131.68,
369,demand,19.396094936174716,-99.19243369539399,120.02,
370,demand,19.380923356105022,-99.15875542401902,42.12,
371,demand,19.384693360165294,-99.11916876979491,49.34,
372,demand,19.374786619078186,-99.07545765863671,9.74,
373,demand,19.383933155290713,-99.117382376758,141.53,
374,demand,19.454560812809962,-99.16202357027231,301.71,
375,demand,19.38114263781523,-99.11711931562805,36.96,
376,demand,19.410877075635252,-99.1284017544341,176.52,
377,demand,19.473985037316336,-99.09961855258186,284.44,
378,demand,19.3753926322883,-99.18036232334077,56.76,
379,demand,19.47033621791067,-99.10187665169975,76.68,
380,demand,19.406422572972808,-99.12824801055886,100.81,
381,demand,19.3867797793146,-99.07764095953692,117.32,
382,demand,19.456208459843698,-99.15217534007536,104.84,
383,demand,19.448073141613587,-99.11728537282393,60.52,
384,demand,19.477896641623246,-99.08135662733879,130.24,
385,demand,19.460808525256468,-99.18089883264112,61.68,
386,demand,19.46901771164618,-99.08073258153162,110.12,
387,demand,19.40644414870856,-99.1106537133239,81.46,
388,demand,19.39389274525357,-99.18505955290739,13.28,
389,demand,19.462673770196904,-99.15708437196639,194.21,
390,demand,19.469420168712073,-99.10821934936257,50.49,
391,demand,19.49146061704008,-99.18511792782375,207.26,
392,demand,19.422114121229374,-99.12333954477884,171.78,
393,demand,19.417242170295136,-99.15169403316565,98.59,
394,demand,19.46576955528904,-99.1186901378679,121.7,
395,demand,19.413496424830363,-99.1877109559425,132.31,
396,demand,19.48429087907243,-99.08861558326171,71.23,
397,demand,19.47560953022116,-99.07638132369871,73.95,
398,demand,19.424079283285003,-99.07693465736571,127.82,
399,demand,19.46270452813498,-99.10324178019086,82.13,
400,demand,19.463145144890163,-99.17758965118433,60.69,
401,demand,19.384974864260315,-99.10220841648852,42.74,
402,demand,19.480906348801547,-99.19024957002495,112.47,
403,demand,19.433230284693742,-99.19054517381653,49.07,
404,demand,19.471774895932928,-99.15436677370205,152.32,
405,demand,19.411005952123674,-99.13456281715145,161.24,
406,demand,19.480062787419545,-99.10075110986307,121.03,
407,demand,19.4193042014481,-99.11120455480722,139.45,
408,demand,19.37390051817764,-99.13969167523479,121.29,
409,demand,19.481245837170313,-99.16036480004621,146.41,
410,demand,19.383554401214337,-99.07354505998107,142.12,
411,demand,19.410917636510852,-99.14205824373168,108.14,
412,demand,19.486607436046096,-99.13903355708044,173.26,
413,demand,19.486672857632506,-99.173565141457,73.24,
414,demand,19.441412546574796,-99.09782285415001,43.91,
415,demand,19.448420465460377,-99.10995813290623,41.93,
416,demand,19.4264134626374,-99.16670764646535,64.99,
417,demand,19.40778529260377,-99.1833142745261,11.12,
418,demand,19.412039745444392,-99.11154008375104,97.87,
419,demand,19.453302214729245,-99.11465865428626,133.54,
420,demand,19.462884943532522,-99.16040885676021,159.69,
421,demand,19.467589485247103,-99.07909637252995,16.68,
422,demand,19.467354177135345,-99.17507305298629,43.16,
423,demand,19.383544732365845,-99.1413198238749,149.16,
424,demand,19.43193043656431,-99.07996608957988,71.44,
425,demand,19.379507051201998,-99.14283272196887,131.45,
426,demand,19.438543465878848,-99.11657688628031,26.21,
427,demand,19.425583660164808,-99.14548867224447,205.63,
428,demand,19.479124501930997,-99.16029417571816,24.18,
429,demand,19.414709801506252,-99.07512268224482,95.77,
430,demand,19.386648041971313,-99.1440799192422,97.61,
431,demand,19.389759001846343,-99.08590809555851,55.46,
432,demand,19.4639812758061,-99.16560544729307,118.02,
433,demand,19.446786167597953,-99.16762743551699,120.4,
434,demand,19.384734721134738,-99.18946391005386,111.32,
435,demand,19.3826928167338,-99.11499998095489,54.61,
436,demand,19.456716295775095,-99.14897683875316,46.05,
437,demand,19.381331560763705,-99.08947701001924,59.61,
438,demand,19.471223207114843,-99.13641481119701,40.72,
439,demand,19.45734906725878,-99.07701678865023,178.66,
440,demand,19.38236185367703,-99.17093693811563,63.91,
441,demand,19.382780525690226,-99.08896521984532,93.76,
442,demand,19.49099674942014,-99.10000837766499,148.75,
443,demand,19.417512495490737,-99.10068937864271,38.96,
444,demand,19.41707705764803,-99.09182601262597,23.15,
445,demand,19.4701359480709,-99.10187712108684,40.85,
446,demand,19.486269829286062,-99.11805356140424,101.46,
447,demand,19.490920127658743,-99.17745061467812,96.46,
448,demand,19.463005382231074,-99.18929685846105,111.16,
449,demand,19.41775115026371,-99.08269825826211,76.85,
450,demand,19.382620086003843,-99.1192019622575,4.23,
451,demand,19.46585762991129,-99.09761552508286,74.96,
452,demand,19.4396085099683,-99.1354173178185,162.47,
453,demand,19.42350664110964,-99.17912301732451,191.3,
454,demand,19.481362526211367,-99.17817770493569,89.19,
455,demand,19.38594369787674,-99.11093216553253,96.73,
456,demand,19.431715012514903,-99.14156329261206,129.74,
457,demand,19.373962437372093,-99.16913703279596,187.7,
458,demand,19.428839277039295,-99.13420865439103,83.37,
459,demand,19.37935639308182,-99.18549492755099,128.48,
460,demand,19.38685814995217,-99.12336343177027,52.61,
461,demand,19.386703149613254,-99.16092079146779,26.76,
462,demand,19.450505236253928,-99.09749290792354,57.37,
463,demand,19.46212538551185,-99.15595656492917,216.65,
464,demand,19.44260425181166,-99.13857358211018,130.29,
465,demand,19.488060705816945,-99.19180553521103,29.32,
466,demand,19.417584469542845,-99.18450637346466,134.54,
467,demand,19.406885450353826,-99.1461007732312,31.53,
468,demand,19.476831895382734,-99.13560733983395,110.07,
469,demand,19.399431500622335,-99.12119753422569,37.61,
470,demand,19.488186704732872,-99.15820049055489,27.72,
471,demand,19.37405853696278,-99.10980217366482,240.7,
472,demand,19.488985459204915,-99.08998531233729,63.87,
473,demand,19.377779189434072,-99.0996178813328,128.65,
474,demand,19.479537173643767,-99.1884457409582,86.0,
475,demand,19.435924133090356,-99.13553916632907,33.94,
476,demand,19.491755775534315,-99.18060837858982,69.43,
477,demand,19.38145558776825,-99.1641545980965,34.22,
478,demand,19.43906251412816,-99.07480048880794,356.22,
479,demand,19.48891630427429,-99.17610053485183,144.93,
480,demand,19.43537174130042,-99.13333342158585,84.79,
481,demand,19.448127836576234,-99.11902131188182,123.87,
482,demand,19.456089842678153,-99.1089042035347,138.57,
483,demand,19.427144927772133,-99.12604215798157,138.82,
484,demand,19.447906969610088,-99.1920274983097,134.75,
485,demand,19.44271771743077,-99.15402464301073,127.67,
486,demand,19.48073896125892,-99.13107460279383,90.08,
487,demand,19.378053565640975,-99.18265602010263,228.64,
488,demand,19.40631558275107,-99.1511247682549,94.43,
489,demand,19.486649378089187,-99.18921562694504,86.66,
490,demand,19.47943165406691,-99.1837705803414,95.03,
491,demand,19.427278810334286,-99.14556920685581,100.09,
492,demand,19.447015911736184,-99.17727410951484,16.82,
493,demand,19.405885741957736,-99.12509509820862,40.48,
494,demand,19.395174539166852,-99.11046420370353,76.84,
495,demand,19.4282438085928,-99.09712959610691,15.9,
496,demand,19.41500226736313,-99.16918197069063,84.69,
497,demand,19.442638733422104,-99.17310209012892,99.13,
498,demand,19.3819281564358,-99.18065185915988,25.59,
499,demand,19.489527376919938,-99.11682837005476,49.54,
500,demand,19.490945289337553,-99.10842291282157,196.46,
501,demand,19.45637940568237,-99.18940966262093,124.76,
502,demand,19.436931563961295,-99.08085453045075,119.81,
503,demand,19.409743313954362,-99.18696344596182,180.72,
504,demand,19.470255402364835,-99.12824443976388,41.19,
505,demand,19.454767740706465,-99.10811273766589,25.66,
506,demand,19.392114032721388,-99.08868370515047,164.69,
507,demand,19.48191126213926,-99.10750956814411,78.53,
508,demand,19.47130446915078,-99.09699263003162,40.21,
509,demand,19.486575989595032,-99.15246597689486,16.68,
510,demand,19.459686341006602,-99.09542098635042,95.84,
511,demand,19.446209823512294,-99.18358621843385,71.66,
512,demand,19.422789164354874,-99.08582200127273,62.32,
513,demand,19.484527418002482,-99.12748891486156,6.57,
514,demand,19.476527666740047,-99.0951242676045,226.68,
515,demand,19.378026240412744,-99.1389218058578,21.07,
516,demand,19.37576403693967,-99.11597067657642,67.28,
517,demand,19.417775604025366,-99.13003168068767,58.58,
